author_first,city_code1,ym1,city_unitn1,city_units1,class_num1,mag_classn1,class_num_num1,mag_classn_num1,coauthor1,city_code2,ym2,city_unitn2,city_units2,class_num2,mag_classn2,class_num_num2,mag_classn_num2,coauthor2
沈悦,5101.0,2012-05-01;,1.0,西南财经大学;,F;F;F;,经济与管理;,1,1, 储巍;,6101.0,2013-03-01;2007-10-01;,1.0,西安交通大学;,F;F;F;F;,经济与管理;经济与管理;,1,1, 谢坤锋; 谢勇; 田嫄;
沈沛龙,1100.0,2002-06-01;2001-02-01;,1.0,北京航空航天大学;,F;F;,经济与管理;经济与管理;,1,1, 任若恩; 任若恩;,1401.0,2012-02-01;2013-08-01;,1.0,山西财经大学;,F;F;F;,经济与管理;经济与管理;,1,1, 樊欢; 王晓婷;
潘珊,1100.0,2015-09-01;,1.0,北京大学;,F;,经济与管理;,1,1, 龚六堂;,4401.0,2016-10-01;,1.0,暨南大学;,F;F;,经济与管理;,1,1, 龚六堂; 李尚骜;
燕志雄,4401.0,2016-09-01;,1.0,暨南大学;,F;F;,经济与管理;,1,1, 张敬卫; 费方域;,3100.0,2007-02-01;2007-10-01;,1.0,上海交通大学;,F;F;F;,经济与管理;经济与管理;,1,1, 费方域; 费方域;
王伟光,1100.0,2016-03-01;2010-12-01;,1.0,中国社会科学院;,F;F;,经济与管理;经济与管理;,1,1, 陈锡文; 李扬; 刘世锦; 刘诗白; 刘伟; 蔡昉; 白钦先; 李稻葵;,2101.0,2015-06-01;,1.0,辽宁大学;,F;,经济与管理;,1,1, 冯荣凯; 尹博;
王俊,1100.0,2012-01-01;2008-07-01;2007-12-01;2007-04-01;,1.0,中央财经大学;,D;F;R;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;,3,1, 龚强; 王威; 昌忠泽; 刘宏; 昌忠泽; 昌忠泽;,3403.0,2010-09-01;,1.0,安徽财经大学;,F;F;,经济与管理;,1,1, 王刚贞;
王倩,1200.0,2012-05-01;,1.0,南开大学;,F;,经济与管理;,1,1, 李颖华;,3701.0,2016-05-01;,1.0,山东财经大学;,F;F;,经济与管理;,1,1, 马云霄;
王兰芳,1200.0,2001-06-01;,1.0,南开大学;,F;,经济与管理;,1,1,,3100.0,2010-10-01;,1.0,上海财经大学;,F;F;,经济与管理;,1,1, 王苏生;
王勇,1100.0,2003-02-01;2002-04-01;,1.0,北京大学;,F;G;,经济与管理;经济与管理;,2,1,,3302.0,2005-01-01;2003-12-01;,1.0,浙江万里学院;,F;F;,经济与管理;经济与管理;,1,1, 袁葵芳;
王博,1200.0,2013-05-01;2013-03-01;2012-06-01;,1.0,南开大学;,F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1, 郭廓; 马君潞; 刘永余; 刘澜飚;,5101.0,2017-04-01;,1.0,西南财经大学;,F;F;,经济与管理;,1,1, 张晓玫; 卢露;
王向楠,1100.0,2012-08-01;,1.0,北京大学;,F;F;,经济与管理;,1,1, 徐舒;,5101.0,2011-10-01;,1.0,西南财经大学;,F;F;,经济与管理;,1,1,
王国静,3100.0,2014-03-01;,1.0,上海财经大学;,F;F;,经济与管理;,1,1, 田国强;,3506.0,2014-09-01;,1.0,华安证券;,F;F;,经济与管理;,1,1, 田国强;
王宇,1100.0,2015-04-01;,1.0,中国人民银行;,F;F;,经济与管理;,1,1, 李宏瑾;,1501.0,2014-10-01;,1.0,内蒙古大学;,F;F;,经济与管理;,1,1, 郭新强; 干春晖;
王小龙,1100.0,2004-04-01;2015-11-01;2011-08-01;,2.0,北京大学;中国人民大学;;,F;F;F;D;F;,经济与管理;经济与管理;经济与管理;,2,1,; 方金金; 兰永生;,6101.0,2002-01-01;2002-04-01;,1.0,西北大学;,F;F;F;,经济与管理;经济与管理;,1,1, 李斌;
王平,1100.0,2012-05-01;,1.0,对外经济贸易大学;,F;F;,经济与管理;,1,1, 肖军;,5101.0,2009-06-01;,1.0,四川大学;,F;,经济与管理;,1,1, 邹易; 唐柳;
王弟海,1100.0,2006-04-01;,1.0,北京大学;,F;F;,经济与管理;,1,1, 龚六堂;,3100.0,2016-08-01;2012-06-01;2008-01-01;,1.0,复旦大学;,R;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;,2,1, 黄亮; 李宏毅; 龚六堂;
王晓,1100.0,2010-01-01;,1.0,中央财经大学;,F;,经济与管理;,1,1, 李佳;,3701.0,2012-04-01;,1.0,山东财经大学;,F;,经济与管理;,1,1,
王欢,3701.0,2014-08-01;,1.0,山东大学;,F;F;,经济与管理;,1,1, 郭建强;,6101.0,2017-04-01;,1.0,陕西师范大学;,G;G;,经济与管理;,1,1, 史耀疆; 王爱琴; 罗朴尚; 罗思高; 诸彦杰;
王永进,1200.0,2016-07-01;2014-04-01;2012-07-01;,1.0,南开大学;,F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1, 张国峰; 施炳展; 盛丹;,3502.0,2010-07-01;,1.0,厦门大学;,F;F;,经济与管理;,1,1, 盛丹; 施炳展; 李坤望;
王海港,4401.0,2007-08-01;,1.0,中山大学;,G;,经济与管理;,1,1, 李实; 刘京军;,1100.0,2005-01-01;2009-09-01;,2.0,北京大学;中央财经大学;;,F;F;F;,经济与管理;经济与管理;,1,1,; 黄少安; 李琴; 罗凤金;
王爱俭,3209.0,2014-04-01;2017-10-01;,1.0,中国滨海金融协同创新中心;,F;F;F;F;,经济与管理;经济与管理;,1,1, 王璟怡; 杜强;,1200.0,2007-10-01;2007-02-01;,1.0,天津财经大学;,F;F;F;F;,经济与管理;经济与管理;,1,1, 林楠; 温博慧;
王玲玲,5301.0,2015-02-01;,1.0,云南财经大学;,F;F;,经济与管理;,1,1, 尹晓冰;,4201.0,2012-06-01;,1.0,华中科技大学;,F;F;,经济与管理;,1,1, 王宗军; 毛磊;
王珏,2102.0,2012-01-01;,1.0,东北财经大学;,F;F;,经济与管理;,1,1,,1100.0,2004-02-01;,1.0,中国人民大学;,F;,经济与管理;,1,1, 饶晓鹏;
王璐,3201.0,2014-11-01;,1.0,南京师范大学;,F;F;,经济与管理;,1,1, 童中文;,1200.0,2008-06-01;,1.0,南开大学;,F;,经济与管理;,1,1, 柳欣;
王璐,3201.0,2014-11-01;,1.0,南京师范大学;,F;F;,经济与管理;,1,1, 童中文;,5101.0,2008-04-01;,1.0,西南财经大学;,F;F;,经济与管理;,1,1, 庞皓;
王璐,1200.0,2008-06-01;,1.0,南开大学;,F;,经济与管理;,1,1, 柳欣;,5101.0,2008-04-01;,1.0,西南财经大学;,F;F;,经济与管理;,1,1, 庞皓;
王艳,1200.0,2002-06-01;,1.0,南开大学;,F;,经济与管理;,1,1,,4401.0,2017-12-01;,1.0,广东财经大学;,F;,经济与管理;,1,1, 李善民;
王苍峰,3100.0,2007-08-01;,1.0,上海财经大学;,F;,经济与管理;,1,1,,3701.0,2011-12-01;,1.0,山东财经大学;,F;F;F;,经济与管理;,1,1, 司传宁;
王锋,3203.0,2017-09-01;,1.0,中国矿业大学;,F;F;,经济与管理;,1,1, 李紧想; 张芳; 吴艳杰;,3502.0,2010-02-01;,1.0,厦门大学;,X;,经济与管理;,1,1, 吴丽华; 杨超;
王锋,3203.0,2017-09-01;,1.0,中国矿业大学;,F;F;,经济与管理;,1,1, 李紧想; 张芳; 吴艳杰;,6101.0,2013-08-01;,1.0,西安交通大学;,X;F;,经济与管理;,2,1, 冯根福; 吴丽华;
王锋,3502.0,2010-02-01;,1.0,厦门大学;,X;,经济与管理;,1,1, 吴丽华; 杨超;,6101.0,2013-08-01;,1.0,西安交通大学;,X;F;,经济与管理;,2,1, 冯根福; 吴丽华;
王静,1200.0,2016-04-01;,1.0,南开大学;,F;,经济与管理;,1,1, 张卓; 武舜臣;,4102.0,2017-02-01;,1.0,河南大学;,F;,经济与管理;,1,1, 庄鹏睿; 罗良清;
王静,1200.0,2016-04-01;,1.0,南开大学;,F;,经济与管理;,1,1, 张卓; 武舜臣;,3301.0,2002-11-01;,1.0,浙江大学;,F;,经济与管理;,1,1,
王静,4102.0,2017-02-01;,1.0,河南大学;,F;,经济与管理;,1,1, 庄鹏睿; 罗良清;,3301.0,2002-11-01;,1.0,浙江大学;,F;,经济与管理;,1,1,
王鹏,1401.0,2002-08-01;,1.0,山西财经大学;,F;,经济与管理;,1,1,,1100.0,2012-12-01;2008-02-01;,2.0,北京交通大学;中国人民银行;;,F;F;,经济与管理;经济与管理;,1,1,;;
王鹏,1401.0,2002-08-01;,1.0,山西财经大学;,F;,经济与管理;,1,1,,5101.0,2014-12-01;,1.0,西南财经大学;,F;,经济与管理;,1,1, 付延平; 李文贺;
王鹏,1100.0,2012-12-01;2008-02-01;,2.0,北京交通大学;中国人民银行;;,F;F;,经济与管理;经济与管理;,1,1,;;,5101.0,2014-12-01;,1.0,西南财经大学;,F;,经济与管理;,1,1, 付延平; 李文贺;
田利辉,1200.0,2017-11-01;2014-01-01;2013-04-01;2013-11-01;2015-04-01;2014-04-01;,1.0,南开大学;,F;F;F;F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,1, 王可第; 张伟; 谭德凯; 王冠英;,1100.0,2005-10-01;2005-10-01;2004-10-01;,1.0,北京大学;,F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1,
田青,2102.0,2009-10-01;,1.0,东北财经大学;,F;F;,经济与管理;,1,1, 高铁梅;,1100.0,2017-01-01;,1.0,中央财经大学;,F;,经济与管理;,1,1,
白钦先,4401.0,2001-04-01;,1.0,中山大学;,F;,经济与管理;,1,1, 薛誉华;,2101.0,2011-10-01;2017-04-01;2005-06-01;,1.0,辽宁大学;,F;F;F;,经济与管理;经济与管理;经济与管理;,1,1, 张志文; 张坤; 常海中;
皮建才,1100.0,2008-03-01;2007-05-01;2007-01-01;2006-10-01;2007-08-01;,1.0,北京大学;,F;F;F;C;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,2,1,,3201.0,2014-10-01;2012-10-01;2011-02-01;,1.0,南京大学;,D;D;F;,经济与管理;经济与管理;经济与管理;,2,1, 殷军; 周愚;
程令国,3100.0,2016-01-01;2014-10-01;,1.0,上海财经大学;,D;F;G;,经济与管理;经济与管理;,3,1, 张晔; 刘志彪; 张晔; 沈可;,3201.0,2013-08-01;,1.0,南京大学;,F;F;,经济与管理;,1,1, 张晔; 刘志彪;
程令国,3100.0,2016-01-01;2014-10-01;,1.0,上海财经大学;,D;F;G;,经济与管理;经济与管理;,3,1, 张晔; 刘志彪; 张晔; 沈可;,1100.0,2012-01-01;2011-08-01;,1.0,北京大学;,R;F;,经济与管理;经济与管理;,2,1, 张晔; 张晔;
程令国,3201.0,2013-08-01;,1.0,南京大学;,F;F;,经济与管理;,1,1, 张晔; 刘志彪;,1100.0,2012-01-01;2011-08-01;,1.0,北京大学;,R;F;,经济与管理;经济与管理;,2,1, 张晔; 张晔;
程培堽,3205.0,2009-07-01;,1.0,苏州农业职业技术学院;,F;F;,经济与管理;,1,1, 周应恒; 殷志扬;,3502.0,2003-06-01;,1.0,厦门大学;,F;,经济与管理;,1,1,
简泽,3100.0,2013-05-01;2014-08-01;,1.0,同济大学;,F;F;F;F;,经济与管理;经济与管理;,1,1, 干春晖; 余典范; 张涛; 伏玉林;,3601.0,2017-05-01;,1.0,江西财经大学;,F;F;,经济与管理;,1,1, 谭利萍; 吕大国; 符通;
管七海,1100.0,2005-08-01;2005-04-01;,1.0,北京大学;,F;F;,经济与管理;经济与管理;,1,1,,4403.0,2006-01-01;,1.0,招商银行;,F;,经济与管理;,1,1,
胡洁,3100.0,2014-08-01;,1.0,华东师范大学;,F;,经济与管理;,1,1, 陈彦煌;,6101.0,2010-08-01;,1.0,西安交通大学;,F;F;F;,经济与管理;,1,1, 陈彦煌;
范子英,3100.0,2010-03-01;2010-04-01;2008-10-01;2015-05-01;2017-02-01;2016-01-01;2016-07-01;,2.0,复旦大学;上海财经大学;;,F;F;K;K;F;F;F;D;F;F;F;D;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,3,1, 张军; 孟令杰; 石慧; 刘甲炎; 彭飞; 彭飞; 刘冲; 田彬彬;,3201.0,2006-08-01;2007-01-01;,1.0,南京农业大学;,F;F;F;,经济与管理;经济与管理;,1,1, 孟令杰; 孟令杰;
范子英,3100.0,2010-03-01;2010-04-01;2008-10-01;2015-05-01;2017-02-01;2016-01-01;2016-07-01;,2.0,复旦大学;上海财经大学;;,F;F;K;K;F;F;F;D;F;F;F;D;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,3,1, 张军; 孟令杰; 石慧; 刘甲炎; 彭飞; 彭飞; 刘冲; 田彬彬;,4201.0,2014-06-01;2013-09-01;2013-01-01;,1.0,华中科技大学;,F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1, 李欣; 田彬彬; 石慧;
范子英,3201.0,2006-08-01;2007-01-01;,1.0,南京农业大学;,F;F;F;,经济与管理;经济与管理;,1,1, 孟令杰; 孟令杰;,4201.0,2014-06-01;2013-09-01;2013-01-01;,1.0,华中科技大学;,F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1, 李欣; 田彬彬; 石慧;
葛兆强,1100.0,2006-02-01;2005-05-01;,1.0,中国社会科学院;,F;F;,经济与管理;经济与管理;,1,1,,4403.0,2009-08-01;2002-11-01;2001-10-01;,1.0,招商银行;,F;F;F;,经济与管理;经济与管理;经济与管理;,1,1,
董保民,3502.0,2003-10-01;,1.0,厦门大学;,D;,经济与管理;,1,1,,1100.0,2006-07-01;,1.0,对外经济贸易大学;,F;F;,经济与管理;,1,1, 郭桂霞;
蒙英华,3502.0,2008-02-01;,1.0,厦门大学;,F;F;F;,经济与管理;,1,1, 黄建忠;,3100.0,2009-12-01;2015-10-01;,2.0,复旦大学;上海对外经贸大学;;,F;F;,经济与管理;经济与管理;,1,1, 蔡宏波; 蔡宏波; 黄建忠;
蒲成毅,1200.0,2005-02-01;,1.0,南开大学;,F;,经济与管理;,1,1,,5101.0,2012-12-01;,1.0,西南民族大学;,F;F;F;,经济与管理;,1,1, 潘小军;
蔡宁,1100.0,2017-02-01;,1.0,北京大学;,F;,经济与管理;,1,1, 刘勇;,3301.0,2017-03-01;,1.0,浙江大学;,F;F;F;,经济与管理;,1,1, 贺锦江; 王节祥;
蔡昱,1200.0,2013-02-01;2008-04-01;,1.0,天津医科大学;,R;D;,经济与管理;经济与管理;,2,1, 龚刚; 张前程; 龚刚;,5301.0,2016-02-01;2014-12-01;,1.0,云南财经大学;,C;A;,经济与管理;经济与管理;,2,1, 龚刚; 龚刚;
薛白,4506.0,2011-12-01;,1.0,东兴证券;,F;F;,经济与管理;,1,1,,1100.0,2014-12-01;,1.0,中信银行;,F;F;,经济与管理;,1,1,
许伟,4501.0,2008-06-01;,1.0,广西大学;,F;,经济与管理;,1,1, 曾屹; 陈兴海;,1100.0,2016-05-01;2009-04-01;,2.0,国务院;北京大学;;,F;F;F;F;,经济与管理;经济与管理;,1,1, 陈斌开; 陈斌开;
许年行,1100.0,2016-12-01;2012-07-01;2011-04-01;2013-01-01;,1.0,中国人民大学;,C;F;F;F;F;F;D;D;,经济与管理;经济与管理;经济与管理;经济与管理;,3,1, 李哲; 江轩宇; 伊志宏; 徐信忠; 洪涛; 吴世农; 徐信忠; 江轩宇; 伊志宏; 袁清波;,3502.0,2007-01-01;2006-04-01;,1.0,厦门大学;,F;F;F;,经济与管理;经济与管理;,1,1, 吴世农; 吴世农;
许承明,3100.0,2001-08-01;,1.0,复旦大学;,F;,经济与管理;,1,1,,3201.0,2005-03-01;,1.0,南京财经大学;,F;,经济与管理;,1,1, 宋海林;
谢刚,1100.0,2009-01-01;,1.0,中国人民大学;,F;,经济与管理;,1,1, 李勇;,5101.0,2011-06-01;,1.0,西南交通大学;,F;,经济与管理;,1,1, 侯景亮; 贾建民;
谢康,3100.0,2002-02-01;,1.0,上海社会科学院;,F;,经济与管理;,1,1,,4401.0,2017-08-01;2016-02-01;2016-04-01;2012-01-01;2001-05-01;,1.0,中山大学;,D;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,2,1, 刘意; 肖静华; 刘亚平; 吴瑶; 肖静华; 廖雪华; 赖金天; 肖静华; 乌家培; 肖静华; 周先波; 乌家培;
谢建国,3201.0,2007-06-01;2014-07-01;2006-07-01;2010-12-01;2005-12-01;,1.0,南京大学;,F;F;F;F;F;F;G;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,2,1, 姜珮珊; 张悦; 徐华;,1200.0,2004-04-01;,1.0,南开大学;,F;,经济与管理;,1,1,
谭之博,1100.0,2012-12-01;,1.0,北京大学;,F;F;,经济与管理;,1,1, 赵岳;,3100.0,2016-02-01;2015-04-01;,1.0,复旦大学;,C;R;D;F;,经济与管理;经济与管理;,4,1, 张晓波; 周黎安; 赵岳;
谭旭东,1100.0,2004-12-01;,1.0,中国社会科学院;,F;,经济与管理;,1,1,,3502.0,2008-09-01;2007-02-01;,1.0,厦门大学;,F;F;F;F;,经济与管理;经济与管理;,1,1,
贺京同,3701.0,2013-12-01;,1.0,山东大学;,F;,经济与管理;,1,1, 郝身永;,1200.0,2014-07-01;2011-12-01;2007-06-01;2004-04-01;2002-12-01;,1.0,南开大学;,C;C;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,2,1, 那艺; 郝身永; 冯尧; 徐璐; 李峰; 霍焰; 李大勇;
贾良定,1100.0,2002-04-01;,1.0,北京大学;,F;F;,经济与管理;,1,1,,3201.0,2001-03-01;,1.0,南京大学;,F;,经济与管理;,1,1, 陈秋霖;
赵文军,3201.0,2008-12-01;2009-08-01;,1.0,南京大学;,F;F;F;F;,经济与管理;经济与管理;,1,1, 于津平; 于津平;,4403.0,2012-08-01;2014-06-01;,1.0,深圳大学;,F;F;F;F;F;F;F;,经济与管理;经济与管理;,1,1, 于津平; 于津平;
赵旭,3100.0,2013-12-01;,1.0,上海对外经贸大学;,F;,经济与管理;,1,1, 李浩;,3201.0,2007-12-01;2006-12-01;,1.0,南京财经大学;,F;F;F;,经济与管理;经济与管理;,1,1,
赵进文,2102.0,2013-04-01;2010-12-01;2007-08-01;2005-12-01;2005-02-01;2004-10-01;2004-07-01;2001-12-01;,1.0,东北财经大学;,F;F;F;F;F;F;F;F;F;C;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,2,1, 苏明政; 邢天才; 邢天才; 熊磊; 范继涛; 闵捷; 闵捷; 高辉; 邵国莉;,1200.0,2004-06-01;,1.0,南开大学;,F;,经济与管理;,1,1, 高辉;
逄锦聚,1100.0,2017-11-01;2016-10-01;,1.0,中国特色社会主义经济建设协同创新中心;,D;F;F;,经济与管理;经济与管理;,2,1,,1200.0,2005-02-01;2004-02-01;2002-02-01;2001-10-01;,1.0,南开大学;,F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;,1,1,
邓伟,1100.0,2009-10-01;,1.0,北京大学;,F;,经济与管理;,1,1,,4201.0,2013-01-01;,1.0,华中科技大学;,F;F;,经济与管理;,1,1, 唐齐鸣;
邓伟,1100.0,2009-10-01;,1.0,北京大学;,F;,经济与管理;,1,1,,3201.0,2012-06-01;,1.0,南京财经大学;,F;F;F;,经济与管理;,1,1, 叶林祥;
邓伟,4201.0,2013-01-01;,1.0,华中科技大学;,F;F;,经济与管理;,1,1, 唐齐鸣;,3201.0,2012-06-01;,1.0,南京财经大学;,F;F;F;,经济与管理;,1,1, 叶林祥;
邵帅,3100.0,2015-05-01;2016-09-01;2013-02-01;2011-12-01;2017-03-01;,2.0,复旦大学;上海财经大学;;,F;X;X;F;F;F;F;F;F;F;X;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,2,1, 吕长江; 李欣; 曹建华; 杨莉莉; 杨莉莉; 黄涛; 杨莉莉; 张曦; 赵兴荣;,2301.0,2008-04-01;,1.0,哈尔滨工业大学;,F;F;F;,经济与管理;,1,1, 齐中英;
邵挺,1100.0,2017-02-01;2011-04-01;,1.0,国务院;,F;F;F;,经济与管理;经济与管理;,1,1, 王瑞民; 王微; 崔凡; 范英; 许庆;,3100.0,2010-06-01;,1.0,复旦大学;,F;,经济与管理;,1,1, 袁志刚;
邹薇,4201.0,2005-05-01;,1.0,武汉大学;,F;,经济与管理;,1,1, 钱雪松;,4303.0,2007-06-01;,1.0,湘潭大学;,F;F;,经济与管理;,1,1, 陈云;
郑挺国,3502.0,2013-06-01;2012-03-01;2010-03-01;2010-10-01;,1.0,厦门大学;,F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;,1,1, 王霞; 王霞; 苏娜; 刘金全; 王霞;,2201.0,2008-01-01;,1.0,吉林大学;,F;F;,经济与管理;,1,1, 刘金全;
郭克莎,1100.0,2002-11-01;,1.0,中国社会科学院;,F;,经济与管理;,1,1,,3505.0,2017-02-01;2017-10-01;2016-09-01;,1.0,华侨大学;,F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1, 杨阔;
郭凯明,4401.0,2016-06-01;2015-07-01;2016-04-01;2017-03-01;2017-04-01;,2.0,暨南大学;中山大学;;,F;C;F;F;F;C;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,2,1, 颜色; 颜色; 余靖雯; 龚六堂; 杭静; 颜色; 颜色;,1100.0,2011-12-01;2011-07-01;,1.0,北京大学;,F;F;C;,经济与管理;经济与管理;,2,1, 张全升; 龚六堂; 颜色;
郭峰,1100.0,2016-06-01;,1.0,北京大学;,D;F;,经济与管理;,2,1,,3100.0,2017-07-01;2017-07-01;2015-04-01;,2.0,上海财经大学;上海新金融研究院;;,D;X;G;F;,经济与管理;经济与管理;经济与管理;,4,1, 石庆玲; 李欣;;
郭广珍,3100.0,2014-02-01;,1.0,复旦大学;,F;,经济与管理;,1,1, 张军;,2101.0,2017-03-01;,1.0,辽宁大学;,F;F;,经济与管理;,1,1, 张玉兰; 胡可嘉;
郭强,1200.0,2017-06-01;2014-10-01;2013-12-01;2012-08-01;2015-02-01;,1.0,天津财经大学;,F;F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,1, 张明; 邓黎桥; 殷无弦; 董昀; 谭小芬; 董昀; 李向前; 李向前; 付志刚;,1100.0,2011-08-01;,1.0,中国社会科学院;,F;F;F;,经济与管理;,1,1, 谭小芬; 李向前;
郭玉清,1100.0,2006-06-01;,1.0,中国人民大学;,F;F;,经济与管理;,1,1,,1200.0,2017-06-01;2016-03-01;2011-08-01;,1.0,南开大学;,F;D;F;F;,经济与管理;经济与管理;经济与管理;,2,1, 孙希芳; 何杨; 何杨; 李龙;
钟昌标,5301.0,2014-12-01;2013-12-01;,1.0,云南财经大学;,F;F;F;F;,经济与管理;经济与管理;,1,1, 黄远浙; 刘伟; 黄远浙; 刘伟;,3302.0,2010-01-01;2007-09-01;,1.0,宁波大学;,F;F;F;,经济与管理;经济与管理;,1,1,
钟春平,4403.0,2005-07-01;,1.0,招商银行;,F;,经济与管理;,1,1, 徐长生;,1100.0,2015-05-01;,1.0,中国社会科学院;,F;,经济与管理;,1,1, 田敏;
钟春平,4403.0,2005-07-01;,1.0,招商银行;,F;,经济与管理;,1,1, 徐长生;,4201.0,2012-12-01;2006-08-01;2011-01-01;,1.0,华中科技大学;,F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1, 陈静; 孙焕民; 徐长生; 徐长生;
钟春平,1100.0,2015-05-01;,1.0,中国社会科学院;,F;,经济与管理;,1,1, 田敏;,4201.0,2012-12-01;2006-08-01;2011-01-01;,1.0,华中科技大学;,F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1, 陈静; 孙焕民; 徐长生; 徐长生;
钱先航,3701.0,2017-02-01;2015-07-01;2017-12-01;2014-07-01;,1.0,山东大学;,D;F;D;C;F;D;F;,经济与管理;经济与管理;经济与管理;经济与管理;,3,1, 曹廷求; 曹廷求; 曹春方; 王可; 徐业坤;,1200.0,2011-12-01;,1.0,南开大学;,F;,经济与管理;,1,1, 曹廷求; 李维安;
闫国庆,3302.0,2009-05-01;,1.0,浙江万里学院;,F;,经济与管理;,1,1, 孙琪; 仲鸿生; 赵娜; 荆娴;,2101.0,2002-05-01;,1.0,辽宁大学;,F;,经济与管理;,1,1,
陆磊,1100.0,2001-04-01;,1.0,中国人民银行;,F;,经济与管理;,1,1,,4401.0,2005-08-01;,1.0,中山大学;,F;,经济与管理;,1,1,
陆磊,1100.0,2001-04-01;,1.0,中国人民银行;,F;,经济与管理;,1,1,,5101.0,2004-10-01;,1.0,西南财经大学;,F;,经济与管理;,1,1, 李世宏;
陆磊,4401.0,2005-08-01;,1.0,中山大学;,F;,经济与管理;,1,1,,5101.0,2004-10-01;,1.0,西南财经大学;,F;,经济与管理;,1,1, 李世宏;
陆立军,3307.0,2007-04-01;,1.0,浙江师范大学;,F;F;,经济与管理;,1,1, 杨海军;,3301.0,2002-02-01;,1.0,浙江省软科学研究所;,F;,经济与管理;,1,1,
陆蓉,4401.0,2004-03-01;2004-01-01;,1.0,中山大学;,F;F;,经济与管理;经济与管理;,1,1, 徐龙炳; 徐龙炳;,3100.0,2017-11-01;2017-11-01;2007-06-01;,1.0,上海财经大学;,F;O;F;F;,经济与管理;经济与管理;经济与管理;,2,1, 邓鸣茂; 何婧; 崔晓蕾; 陈百助; 徐龙炳; 谢新厚;
陈仕华,2102.0,2017-05-01;2016-06-01;2014-10-01;,1.0,东北财经大学;,F;F;F;D;,经济与管理;经济与管理;经济与管理;,2,1, 卢昌崇; 李维安; 姜广省; 李维安; 王春林;,1200.0,2015-09-01;,1.0,天津财经大学;,F;F;,经济与管理;,1,1, 卢昌崇; 姜广省; 王雅茹;
陈健,1100.0,2007-11-01;,1.0,中国社会科学院;,F;,经济与管理;,1,1,,3201.0,2009-04-01;,1.0,东南大学;,F;F;,经济与管理;,1,1, 徐康宁;
陈健,1100.0,2007-11-01;,1.0,中国社会科学院;,F;,经济与管理;,1,1,,3701.0,2013-09-01;,1.0,山东大学;,F;D;,经济与管理;,2,1, 黄少安;
陈健,3201.0,2009-04-01;,1.0,东南大学;,F;F;,经济与管理;,1,1, 徐康宁;,3701.0,2013-09-01;,1.0,山东大学;,F;D;,经济与管理;,2,1, 黄少安;
陈冬华,3201.0,2017-05-01;2015-05-01;2013-09-01;2011-12-01;2010-07-01;2008-03-01;,1.0,南京大学;,F;F;F;B;D;F;F;F;F;D;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,3,1, 相加凤; 范从来; 沈永建; 胡晓莉; 梁上坤; 新夫; 陈富生; 沈永建; 尤海峰; 范从来; 沈永建; 周亚虹; 章铁生; 李翔;,3100.0,2005-02-01;,1.0,上海财经大学;,F;,经济与管理;,1,1, 陈信元; 万华林;
陈利平,4201.0,2001-03-01;2003-04-01;,1.0,武汉大学;,F;F;,经济与管理;经济与管理;,1,1,,3100.0,2007-07-01;,1.0,上海财经大学;,F;F;,经济与管理;,1,1,
陈叶烽,1100.0,2012-02-01;,1.0,北京师范大学;,F;,经济与管理;,1,1, 叶航; 汪丁丁;,3301.0,2011-06-01;2009-12-01;,1.0,浙江大学;,F;C;,经济与管理;经济与管理;,2,1, 周业安; 宋紫峰;
陈平,4401.0,2002-06-01;,1.0,中山大学;,F;,经济与管理;,1,1, 王曦;,1100.0,2006-10-01;2002-01-01;,1.0,北京大学;,F;F;F;,经济与管理;经济与管理;,1,1,
