author_first,author_unit_first,unit_city_code,ym,coauthor,class_num,mag_classn,class_num_num,mag_classn_num,author_first.1,unit_city_code.1,city_unitn,city_units
曹春方,西南财经大学;,5101.0,2015-09-01;2014-07-01;, 周大伟; 吴澄澄; 张婷婷; 马连福; 沈小秀;,F;F;D;F;F;,经济与管理;经济与管理;,2,1,,,1,西南财经大学;
曹艳华,西安交通大学;,6101.0,2009-05-01;2007-02-01;, 张芳洁;,F;F;F;,经济与管理;经济与管理;,1,1,,,1,西安交通大学;
曹艳华,青岛大学;,3702.0,2009-01-01;, 牛筱颖;,F;F;,经济与管理;,1,1,,,1,青岛大学;
曹阳,华东师范大学;,3100.0,2005-10-01;, 王波;,F;,经济与管理;,1,1,,,1,华东师范大学;
曹阳,西南交通大学;,5101.0,2015-12-01;,,F;,经济与管理;,1,1,,,1,西南交通大学;
曹静,南开大学;,1200.0,2003-08-01;,,F;,经济与管理;,1,1,,,1,南开大学;
曹静,清华大学;,1100.0,2014-04-01;, 王鑫; 钟笑寒;,X;D;,经济与管理;,2,1,,,1,清华大学;
曾建光,北京大学;,1100.0,2013-07-01;, 伍利娜; 王立彦;,D;F;F;,经济与管理;,2,1,,,1,北京大学;
曾建光,西南财经大学;,5101.0,2016-04-01;2015-07-01;, 张英; 杨勋;,B;F;F;F;,经济与管理;经济与管理;,2,1,,,1,西南财经大学;
曾海舰,广西大学;,4501.0,2015-10-01;, 林灵;,F;F;F;,经济与管理;,1,1,,,1,广西大学;
曾海舰,暨南大学;,4401.0,2010-04-01;,,F;F;,经济与管理;,1,1,,,1,暨南大学;
朱文晖,中国人民大学;,1100.0,2003-12-01;,,F;,经济与管理;,1,1,,,1,中国人民大学;
朱文晖,复旦大学;,3100.0,2002-12-01;, 汪前明;,F;,经济与管理;,1,1,,,1,复旦大学;
权小锋,厦门大学;,3502.0,2010-11-01;, 吴世农; 文芳;,F;F;,经济与管理;,1,1,,,1,厦门大学;
权小锋,苏州大学;,3205.0,2017-01-01;2016-01-01;2015-11-01;, 尹洪英; 肖斌卿; 吴世农; 吴世农; 尹洪英;,F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1,,,1,苏州大学;
李世刚,中南大学;,4301.0,2016-11-01;, 李晓萍;,nan;,经济与管理;,1,1,,,1,中南大学;
李世刚,中山大学;,4401.0,2017-04-01;, 尹恒;,C;F;,经济与管理;,2,1,,,1,中山大学;
李世刚,北京师范大学;,1100.0,2014-07-01;, 尹恒;,F;C;,经济与管理;,2,1,,,1,北京师范大学;
李任玉,深圳大学;,4403.0,2017-09-01;, 陈悉榕; 甘犁;,F;,经济与管理;,1,1,,,1,深圳大学;
李任玉,西南财经大学;,5101.0,2014-10-01;, 杜在超; 何勤英; 龚强;,F;,经济与管理;,1,1,,,1,西南财经大学;
李佳,中国人民大学;,1100.0,2013-05-01;2012-10-01;,,F;F;,经济与管理;经济与管理;,1,1,,,1,中国人民大学;
李佳,浙江财经大学;,3301.0,2016-09-01;,,F;F;F;,经济与管理;,1,1,,,1,浙江财经大学;
李健,中央财经大学;,1100.0,2012-12-01;2017-04-01;, 范祚军; 谢巧燕; 林文浩;,F;F;F;,经济与管理;经济与管理;,1,1,,,1,中央财经大学;
李健,华中科技大学;,4201.0,2015-10-01;, 卫平;,F;F;,经济与管理;,1,1,,,1,华中科技大学;
李君华,湖南师范大学;,4301.0,2011-04-01;, 彭玉兰;,F;,经济与管理;,1,1,,,1,湖南师范大学;
李四海,中南财经政法大学;,4201.0,2016-05-01;2014-08-01;, 陈旋; 宋献中; 宋献中; 罗俊伟;,F;F;C;F;F;,经济与管理;经济与管理;,2,1,,,1,中南财经政法大学;
李四海,暨南大学;,4401.0,2013-04-01;, 刘星河; 吴伟炯;,F;F;,经济与管理;,1,1,,,1,暨南大学;
李宏瑾,吉林大学;,2201.0,2001-02-01;, 项卫星;,F;,经济与管理;,1,1,,,1,吉林大学;
李宾,北京大学;,1100.0,2008-10-01;, 金一; 曾志雄;,F;F;,经济与管理;,1,1,,,1,北京大学;
李宾,湖南科技大学;,4303.0,2012-10-01;,,F;,经济与管理;,1,1,,,1,湖南科技大学;
李小平,中南财经政法大学;,4201.0,2015-08-01;2010-01-01;2008-01-01;, 周记顺; 卢现祥; 胡久凯; 卢现祥; 卢现祥; 朱钟棣;,F;X;F;F;F;,经济与管理;经济与管理;经济与管理;,2,1,,,1,中南财经政法大学;
李小平,南京大学;,3201.0,2006-02-01;, 朱钟棣;,F;,经济与管理;,1,1,,,1,南京大学;
李尚骜,北京大学;,1100.0,2012-07-01;, 龚六堂;,F;F;,经济与管理;,1,1,,,1,北京大学;
李平,中国社会科学院;,1100.0,2017-12-01;, 付一夫; 张艳芳;,F;F;,经济与管理;,1,1,,,1,中国社会科学院;
李平,南开大学;,1200.0,2001-12-01;, 刘志勇;,F;,经济与管理;,1,1,,,1,南开大学;
李平,山东理工大学;,3703.0,2011-04-01;2014-12-01;2013-06-01;2010-06-01;2006-12-01;, 许家云; 季永宝; 宫旭红; 齐丹丹; 张庆昌; 随洪光;,F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,1,,,1,山东理工大学;
李庆海,北京航空航天大学;,1100.0,2011-10-01;, 李锐; 王兆华;,F;F;,经济与管理;,1,1,,,1,北京航空航天大学;
李庆海,南京财经大学;,3201.0,2017-10-01;, 吕小锋; 李锐; 孙光林;,F;F;F;,经济与管理;,1,1,,,1,南京财经大学;
李建军,西南财经大学;,5101.0,2012-04-01;, 肖育才;,F;,经济与管理;,1,1,,,1,西南财经大学;
李强,南开大学;,1200.0,2003-06-01;,,F;,经济与管理;,1,1,,,1,南开大学;
李强,西南财经大学;,5101.0,2010-10-01;, 臧文斌;,D;,经济与管理;,1,1,,,1,西南财经大学;
李成,中国社会科学院;,1100.0,2016-12-01;,,F;F;,经济与管理;,1,1,,,1,中国社会科学院;
李成,西安交通大学;,6101.0,2011-10-01;2010-03-01;2014-02-01;2013-04-01;2009-02-01;2009-10-01;2007-07-01;2006-09-01;2005-01-01;2004-06-01;2010-10-01;2009-12-01;, 马文涛; 王彬; 王彬; 马文涛; 郑怡; 白璐; 王建军; 尚振宁; 黎克俊; 王焱; 姜柳; 马文涛; 王彬; 马文涛; 王彬;,F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,1,,,1,西安交通大学;
李文星,华中科技大学;,4201.0,2008-07-01;, 徐长生; 艾春荣;,F;C;,经济与管理;,2,1,,,1,华中科技大学;
李文星,四川大学;,5101.0,2002-04-01;, 蒋瑛;,F;,经济与管理;,1,1,,,1,四川大学;
李斌,厦门大学;,3502.0,2006-06-01;, 江伟;,F;F;,经济与管理;,1,1,,,1,厦门大学;
李新,上海财经大学;,3100.0,2001-04-01;,,F;,经济与管理;,1,1,,,1,上海财经大学;
李新,中国社会科学院;,1100.0,2001-03-01;,,F;,经济与管理;,1,1,,,1,中国社会科学院;
李杰,浙江大学;,3301.0,2011-05-01;, 李捷瑜; 黄先海;,F;F;,经济与管理;,1,1,,,1,浙江大学;
李杰,深圳大学;,4403.0,2009-06-01;,,F;,经济与管理;,1,1,,,1,深圳大学;
李楠,上海财经大学;,3100.0,2016-07-01;2015-02-01;2015-07-01;, 林友宏; 甄茂生; 林矗;,D;F;C;C;,经济与管理;经济与管理;经济与管理;,3,1,,,1,上海财经大学;
李永友,南京大学;,3201.0,2008-05-01;, 沈坤荣;,F;F;F;,经济与管理;,1,1,,,1,南京大学;
李永友,浙江财经大学;,3301.0,2017-01-01;2016-07-01;2014-04-01;, 张子楠; 郑春荣;,D;F;R;F;F;,经济与管理;经济与管理;经济与管理;,3,1,,,1,浙江财经大学;
李涛,中山大学;,4401.0,2006-01-01;2006-08-01;2005-07-01;2004-11-01;2003-12-01;2004-10-01;, 李红;,F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,1,,,1,中山大学;
李涛,重庆理工大学;,5000.0,2013-01-01;,,F;F;X;,经济与管理;,2,1,,,1,重庆理工大学;
李猛,上海市委党校;,3100.0,2010-12-01;, 沈坤荣;,F;,经济与管理;,1,1,,,1,上海市委党校;
李猛,中国社会科学院;,1100.0,2015-04-01;,,F;,经济与管理;,1,1,,,1,中国社会科学院;
李虹,上海财经大学;,3100.0,2007-09-01;,,D;,经济与管理;,1,1,,,1,上海财经大学;
李虹,北京大学;,1100.0,2017-07-01;2011-02-01;2004-11-01;, 熊振兴; 董亮; 谢明华;,F;X;F;F;,经济与管理;经济与管理;经济与管理;,2,1,,,1,北京大学;
李超,中国社会科学院;,1100.0,2015-05-01;, 倪鹏飞; 万海远;,F;C;,经济与管理;,2,1,,,1,中国社会科学院;
李超,暨南大学;,4401.0,2011-08-01;, 覃成林;,F;F;,经济与管理;,1,1,,,1,暨南大学;
李超,西南财经大学;,5101.0,2017-08-01;, 李涵;,F;F;X;,经济与管理;,2,1,,,1,西南财经大学;
李雪莲,南开大学;,1200.0,2003-10-01;2001-06-01;, 张运鹏; 安辉;,F;F;,经济与管理;经济与管理;,1,1,,,1,南开大学;
李雪莲,西南财经大学;,5101.0,2015-05-01;, 马双; 邓翔;,D;D;F;,经济与管理;,2,1,,,1,西南财经大学;
李静,南开大学;,1200.0,2005-04-01;,,F;,经济与管理;,1,1,,,1,南开大学;
李静,安徽大学;,3401.0,2017-03-01;, 楠玉; 刘霞辉;,F;F;,经济与管理;,1,1,,,1,安徽大学;
李静,山西财经大学;,1401.0,2017-06-01;,,F;F;G;,经济与管理;,2,1,,,1,山西财经大学;
杨俊,南开大学;,1200.0,2015-09-01;, 张玉利; 刘依冉;,F;,经济与管理;,1,1,,,1,南开大学;
杨光,上海财经大学;,3100.0,2017-12-01;, 汪立;,F;,经济与管理;,1,1,,,1,上海财经大学;
杨光,南开大学;,1200.0,2015-02-01;2015-10-01;2008-06-01;, 孙浦阳; 龚刚; 孙浦阳;,F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1,,,1,南开大学;
杨剑侠,上海交通大学;,3100.0,2009-07-01;, 陈宏民; 包兴;,F;F;,经济与管理;,1,1,,,1,上海交通大学;
杨剑侠,重庆大学;,5000.0,2004-07-01;, 司有和; 孙兴征;,F;,经济与管理;,1,1,,,1,重庆大学;
杨勇,南京大学;,3201.0,2003-11-01;, 魏浩;,F;,经济与管理;,1,1,,,1,南京大学;
杨勇,武汉大学;,4201.0,2017-09-01;,,F;,经济与管理;,1,1,,,1,武汉大学;
杨华磊,中国农业大学;,1100.0,2014-04-01;, 何凌云; 周晓波;,F;,经济与管理;,1,1,,,1,中国农业大学;
杨华磊,兰州大学;,6201.0,2012-12-01;, 周晓波;,F;F;F;,经济与管理;,1,1,,,1,兰州大学;
杨文,北京大学;,1100.0,2012-04-01;, 孙蚌珠; 王学龙;,F;F;,经济与管理;,1,1,,,1,北京大学;
